sku,nombre_producto,categoria_subcategoria,precio_lista,peso,proveedor,descripcion,stock_disponible,fecha_alta,activo
PROD-02748,Muebles Be 768,Hogar > Muebles,"$ 23,939.06",19.34 kg,Segovia S.A. de C.V.,Arm early drug serve establish rock choice thousand south light agreement speech whose read.,354.0,2019-03-06,1
P-02749,Accesorios Moda Develop 151,Moda > Accesorios Moda,"$ 3,807.86",29.49 kg,"Aranda, Castillo y Quiñones",Catch before power choice but start election PM box structure too policy.,401.0,2020-05-25,1
SKU-02750,Infantil Ahead 895,Moda > Infantil,"$ 22,397.05",22.98 kg,"Despacho Peres, de Jesús y Ozuna",Activity bill say power data six guess campaign away push enter position.,213.0,2024-04-08,1
SKU-02751,Laptops Language 592,Electrónica > Laptops,"$ 2,291.72",25.37 kg,Grupo Marroquín-Elizondo,Pressure watch security half customer enter carry simple build strategy board rate property.,338.0,2020-05-10,1
PROD-02752,Accesorios Moda Pretty 209,Moda > Accesorios Moda,"$ 13,667.16",11.95 kg,García S.A.,Resource find same including reduce move surface forget decide shake you first will husband camera.,498.0,2024-02-01,1
02753,Accesorios Moda Put 400,Moda > Accesorios Moda,"$ 23,655.66",23.76 kg,Serrato S.C.,Hard move especially partner stage prevent whose consumer course crime new or stay memory really we.,471.0,2020-02-21,0
02754,Televisores Since 971,Electrónica > Televisores,"$ 15,570.24",20.26 kg,Laboratorios Morales-Garay,Four population meet air agreement south firm their respond meet one think piece late deep else.,26.0,2019-10-19,1
PROD-02755,Accesorios Moda Strategy 677,Moda > Accesorios Moda,"$ 9,015.40",1.09 kg,"Romo, Benítez y Chacón",Treatment group exactly red manage lot experience travel not enough onto.,449.0,2022-12-08,1
SKU-02756,Decoración Along 323,Hogar > Decoración,$ 750.01,10.42 kg,Proyectos Alejandro y Parra,Interview southern any across nothing them under hope national call score.,95.0,2023-06-12,1
02757,Ropa Hombre Lot 529,Moda > Ropa Hombre,"$ 7,299.55",7.27 kg,Aparicio-Olivares,South sort market order size spring none tough tend president here old.,362.0,2021-11-20,0
sku_02758,Limpieza Challenge 254,Hogar > Limpieza,"$ 24,512.82",27.97 kg,Laboratorios Palomo-Garza,Against suffer agency church guess special government cup itself.,347.0,2021-01-24,0
sku_02759,Infantil Best 430,Moda > Infantil,"$ 22,397.29",6.03 kg,Laboratorios Cantú y Tello,Art street pass worry development success sea light key century weight guess visit.,85.0,2019-12-02,1
sku_02760,Laptops Study 915,Electrónica > Laptops,"$ 16,114.03",28.57 kg,Corona-Lozano A.C.,Religious father buy hour arm capital arrive stay.,410.0,2021-07-17,0
02761,Ropa Mujer So 136,Moda > Ropa Mujer,"$ 11,661.97",26.45 kg,"Club Arenas, Rojo y Alemán",Father purpose our various else environment choice news group rate drug before surface option enough increase.,417.0,2023-10-20,1
sku_02762,Jardín Everybody 732,Hogar > Jardín,"$ 10,961.04",3.23 kg,Guzmán-Muñiz A.C.,Unit fill recognize time represent government lead medical break large cover body.,404.0,2022-07-05,1
SKU-02763,Laptops Security 759,Electrónica > Laptops,$ 602.73,22.02 kg,Grupo Cardona y Montero,,,2023-11-15,1
sku_02764,Smartphones Two 685,Electrónica > Smartphones,"$ 23,641.76",4.98 kg,Despacho Magaña y Muñiz,Race tell song keep blood direction sure use evidence age degree.,31.0,2021-06-04,0
sku_02765,Jardín Detail 281,Hogar > Jardín,"$ 23,498.01",26.33 kg,Solorzano-Razo y Asociados,Television trial little bill impact staff report short everybody American rock hope professional.,405.0,2019-05-08,1
P-02766,Accesorios Bit 108,Electrónica > Accesorios,"$ 3,793.64",5.42 kg,"Despacho Carbajal, Gamez y Villareal",Clear help measure whatever who go visit religious.,138.0,2022-10-09,1
sku_02767,Limpieza Summer 861,Hogar > Limpieza,"$ 13,612.71",11.49 kg,Candelaria-Páez e Hijos,Mother owner also simple factor player onto college watch.,211.0,2021-08-25,1
P-02768,Ropa Mujer Never 729,Moda > Ropa Mujer,"$ 15,780.63",18.65 kg,"Laboratorios Urías, Rosales y Tijerina",Kind use information loss evening deal decision recognize describe.,199.0,2023-04-23,1
PROD-02769,Decoración Soldier 869,Hogar > Decoración,"$ 7,008.42",21.58 kg,Aponte A.C.,Star yes lead rule card key white part show official.,424.0,2021-05-13,1
PROD-02770,Decoración Base 927,Hogar > Decoración,$ 672.24,6.71 kg,Laboratorios Campos-Segovia,Build activity here majority series attack create physical edge you miss what.,399.0,2022-02-05,0
PROD-02771,Muebles Outside 834,Hogar > Muebles,$ 121.45,27.13 kg,"Club Lerma, Alvarez y Cuellar",Will unit gas themselves attention total live born ago consider night nice.,492.0,2022-02-21,1
sku_02772,Muebles Attorney 151,Hogar > Muebles,"$ 5,062.78",15.51 kg,Club Haro y Rangel,,384.0,2023-05-15,1
sku_02773,Audio Only 157,Electrónica > Audio,"$ 12,318.12",13.26 kg,Arguello S.A. de C.V.,Develop professor nothing guess live decide do last stop direction word partner writer threat.,23.0,2021-02-14,1
P-02774,Televisores Face 458,Electrónica > Televisores,"$ 6,254.52",2.95 kg,Club Acuña y Nájera,Score military appear without civil real prove young.,133.0,2020-09-05,1
SKU-02775,Decoración Policy 633,Hogar > Decoración,"$ 18,854.63",14.38 kg,Lucero-Díaz,Moment include respond a arrive character agree.,366.0,2023-04-29,0
P-02776,Accesorios Moda Real 322,Moda > Accesorios Moda,"$ 2,998.80",15.03 kg,Grupo Toledo y Linares,Local the want building once sell evidence conference other poor follow including also doctor away foreign.,,2023-09-01,0
02777,Ropa Hombre Pressure 271,Moda > Ropa Hombre,"$ 15,786.23",12.39 kg,Rodríquez y Marroquín S.A. de C.V.,Might let go least knowledge perform culture cultural standard nearly Mrs some tell though executive attack.,44.0,2022-06-28,1
PROD-02778,Audio Great 957,Electrónica > Audio,"$ 9,666.55",10.23 kg,Proyectos Reynoso y Santacruz,College somebody evidence water usually another message.,150.0,2020-11-05,1
SKU-02779,Jardín Office 346,Hogar > Jardín,"$ 14,551.73",2.33 kg,"Grupo Bétancourt, Esquibel y Garza",Management glass red machine future must we above full send field amount peace.,303.0,2021-02-17,1
P-02780,Cocina When 481,Hogar > Cocina,"$ 8,957.07",16.9 kg,Rosas y Fierro S.A. de C.V.,Compare easy include fact hotel knowledge maybe western bit treat explain ready always.,430.0,2023-06-29,0
PROD-02781,Decoración Student 913,Hogar > Decoración,"$ 18,809.30",7.77 kg,Salcedo-Beltrán,Prepare establish product tree radio read trade certainly main history.,230.0,2020-03-05,1
PROD-02782,Smartphones Recognize 156,Electrónica > Smartphones,"$ 6,837.07",17.25 kg,"Cisneros, Vela y Ferrer",Upon painting cut off expert international these way sell help.,10.0,2022-02-14,1
sku_02783,Limpieza Establish 889,Hogar > Limpieza,"$ 20,790.14",28.18 kg,Amaya-Cedillo,Kid thus nice theory information member street.,,2020-01-23,1
SKU-02784,Laptops Would 761,Electrónica > Laptops,"$ 11,418.73",23.38 kg,Corporacin Collazo-Zarate,Mouth land per whatever beat house specific join political within face before.,423.0,2019-06-18,1
sku_02785,Televisores Line 159,Electrónica > Televisores,"$ 4,554.54",18.05 kg,Carmona e Hijos,Door often Mrs throughout describe list authority civil offer these body scientist ground prove miss chair.,16.0,2019-06-25,1
SKU-02786,Accesorios Wall 692,Electrónica > Accesorios,"$ 5,421.12",28.93 kg,Otero-Farías S. R.L. de C.V.,Word worry just address key fall lot operation home attention meeting.,473.0,2021-12-05,1
P-02787,Limpieza Likely 117,Hogar > Limpieza,"$ 8,792.41",11.27 kg,Cintrón-Durán S. R.L. de C.V.,Hour oil worry tonight total cause anyone wife since whether property we.,182.0,2022-01-28,0
P-02788,Audio Cold 647,Electrónica > Audio,,5.97 kg,"Corporacin Palacios, de la O y Soliz",Well white simply brother hair through wrong writer child eat agree sister leader media.,219.0,2022-02-24,0
sku_02789,Laptops Parent 455,Electrónica > Laptops,"$ 10,553.18",20.24 kg,"Brito, Carrera y Meza",Skin boy doctor relationship consider simply herself according music rich a their.,407.0,2021-04-26,0
SKU-02790,Laptops Whom 706,Electrónica > Laptops,"$ 23,754.81",29.34 kg,Bustamante S.A. de C.V.,Specific defense president animal west air top environmental start wish start if pressure by.,45.0,2023-10-21,1
sku_02791,Ropa Hombre Myself 874,Moda > Ropa Hombre,"$ 12,663.49",6.87 kg,"Molina, Olivas y Arreola",Its view environment three own teacher tend sort staff agree marriage analysis.,21.0,2019-08-23,1
02792,Accesorios Moda Another 219,Moda > Accesorios Moda,"$ 24,608.73",15.81 kg,Despacho Casillas y Nava,Material voice between everyone dream the all.,427.0,2022-10-09,0
sku_02793,Accesorios Moda Approach 534,Moda > Accesorios Moda,"$ 5,872.92",17.66 kg,"Garay, Olivo y Santillán",Run bag test major final wear culture nice bar rock stay.,199.0,2023-01-09,1
SKU-02794,Limpieza Weight 293,Hogar > Limpieza,$ 230.08,27.4 kg,"Corporacin Ojeda, Jurado y Serrano",Draw treat learn cost bag group long majority feeling according foot win.,365.0,2021-02-08,1
PROD-02795,Jardín These 674,Hogar > Jardín,$ 705.43,3.42 kg,Despacho Venegas y Noriega,Join business chance set right film ever major gun doctor as board safe me.,364.0,2020-08-14,1
02796,Muebles Many 767,Hogar > Muebles,"$ 20,005.43",2.89 kg,Despacho Serrano y Rico,Industry remember rather common plan carry research office one.,297.0,2023-09-13,1
SKU-02797,Infantil Suddenly 801,Moda > Infantil,"$ 10,263.42",0.42 kg,Garza y Sierra S.C.,,379.0,2022-02-15,1
PROD-02798,Accesorios Need 901,Electrónica > Accesorios,"$ 16,513.25",14.07 kg,Gallardo-Beltrán,But none agency leave state deep wide product according.,38.0,2021-09-01,1
PROD-02799,Televisores Serious 702,Electrónica > Televisores,"$ 10,052.16",17.62 kg,Proyectos Osorio-Armenta,Way else sister information type lot guy still entire safe let.,272.0,2020-11-02,1
P-02800,Calzado Safe 484,Moda > Calzado,"$ 21,982.89",29.17 kg,Sáenz y Mireles S.C.,Hospital father individual operation discover be better rate school have present man.,457.0,2021-10-21,0
P-02801,Muebles Stop 984,Hogar > Muebles,"$ 13,483.45",8.19 kg,Corporacin Aparicio-Núñez,Sell human head listen item husband edge win another good across provide up sure.,413.0,2022-03-07,0
02802,Laptops Challenge 820,Electrónica > Laptops,"$ 10,639.08",12.47 kg,"Corporacin Santacruz, Beltrán y Huerta",Job forget fly continue make artist of Mr manager care next maintain century guess science center.,131.0,2022-07-06,1
sku_02803,Audio Accept 449,Electrónica > Audio,"$ 17,050.16",6.27 kg,Club Flores y Castellanos,Baby record gun American three color step level quickly population it rate alone.,212.0,2020-05-24,1
02804,Ropa Hombre Husband 230,Moda > Ropa Hombre,"$ 19,253.50",19.35 kg,Flores y Carbajal y Asociados,Cause increase whether dark also class term either area become recent yourself star dream.,245.0,2020-08-12,0
sku_02805,Ropa Hombre Tend 534,Moda > Ropa Hombre,"$ 23,666.97",10.53 kg,Corrales S.A. de C.V.,To board born than enjoy again government.,212.0,2020-10-28,0
SKU-02806,Accesorios Moda More 131,Moda > Accesorios Moda,"$ 12,878.86",3.03 kg,Espino-Díaz,Food mission floor card face child hotel gas everybody include leader education lawyer west decision.,85.0,2019-09-16,1
SKU-02807,Muebles Baby 418,Hogar > Muebles,"$ 12,529.15",14.28 kg,Puga S. R.L. de C.V.,Whatever they current maybe Republican become drop give however interest pay wind easy would.,418.0,2024-01-20,0
SKU-02808,Cocina System 529,Hogar > Cocina,"$ 16,713.77",1.51 kg,Moya y Rocha S.A. de C.V.,,319.0,2021-03-20,1
SKU-02809,Decoración Thought 396,Hogar > Decoración,"$ 23,327.48",11.1 kg,Villegas S.A.,Republican offer report season join economy less move cell war hit animal but pass on.,171.0,2021-03-15,1
02810,Ropa Hombre Bring 148,Moda > Ropa Hombre,"$ 16,533.99",29.03 kg,Industrias Jimínez y Palomino,Can team various fill like region collection cultural soon range Mr case modern.,345.0,2024-02-05,1
SKU-02811,Infantil High 637,Moda > Infantil,"$ 24,590.69",19.77 kg,Club Mesa y Irizarry,Magazine operation course loss risk paper worry bed.,18.0,2019-02-06,1
02812,Jardín Understand 906,Hogar > Jardín,"$ 18,493.83",13.1 kg,Guardado-Ornelas S.C.,Capital write stage manager baby serve quickly.,428.0,2021-07-26,0
SKU-02813,Laptops Pressure 996,Electrónica > Laptops,"$ 5,445.42",2.78 kg,Roldán-Loya,,222.0,2022-11-13,1
PROD-02814,Infantil Form 366,Moda > Infantil,"$ 16,726.24",17.62 kg,Escalante y Rodríquez S. R.L. de C.V.,Student could western lawyer beyond campaign simply soon PM.,15.0,2020-09-27,0
sku_02815,Jardín Owner 107,Hogar > Jardín,"$ 16,261.51",9.63 kg,Corporacin Arguello-Ulloa,Plant together room him step spring rich.,,2021-04-15,1
PROD-02816,Limpieza Key 377,Hogar > Limpieza,"$ 5,822.65",15.14 kg,Bonilla y Herrera S.A.,Character behind from impact place dog deep question already.,198.0,2020-07-19,0
sku_02817,Laptops Clearly 823,Electrónica > Laptops,"$ 5,436.55",21.65 kg,Fuentes-Zamora y Asociados,Country capital campaign drive Mrs west address approach manager finish talk.,218.0,2023-12-03,1
P-02818,Laptops Something 968,Electrónica > Laptops,"$ 19,890.01",22.94 kg,Tamayo A.C.,Study assume event city center executive father send get maintain hard service second defense term.,436.0,2019-09-22,0
02819,Laptops Year 722,Electrónica > Laptops,"$ 23,432.00",12.64 kg,Club Soliz-Meraz,Middle talk policy think part letter cause establish few.,117.0,2023-02-24,1
SKU-02820,Accesorios Moda Store 886,Moda > Accesorios Moda,"$ 11,407.97",2.02 kg,Calderón-Gamboa,Beat trade activity machine protect community question reflect drop up.,15.0,2019-10-16,1
P-02821,Muebles Something 359,Hogar > Muebles,"$ 23,451.05",5.33 kg,Acevedo y Cervantes S. R.L. de C.V.,,400.0,2023-04-15,0
PROD-02822,Accesorios True 846,Electrónica > Accesorios,"$ 6,952.77",8.36 kg,Camacho y Tijerina A.C.,Listen poor majority great either huge join kitchen live different fly newspaper blood life.,138.0,2021-11-16,1
PROD-02823,Accesorios Moda Bill 942,Moda > Accesorios Moda,"$ 22,815.80",9.82 kg,Pulido y Santiago S.C.,Training image black through east describe sign seat camera.,8.0,2020-05-04,0
02824,Muebles Exactly 392,Hogar > Muebles,"$ 17,528.12",9.05 kg,Marrero y Asociados,Leg anything catch attention arrive politics debate effort take.,62.0,2021-06-27,1
P-02825,Ropa Mujer Provide 343,Moda > Ropa Mujer,"$ 13,268.67",0.33 kg,"Grupo Puga, de la Rosa y Orozco",Notice join line take much party those mean through speech.,98.0,2023-02-18,1
sku_02826,Muebles Material 689,Hogar > Muebles,"$ 15,575.89",5.99 kg,Morales-Vázquez,Democrat this north story owner page analysis last born over.,444.0,2024-04-24,1
PROD-02827,Muebles Choose 495,Hogar > Muebles,"$ 12,434.13",7.89 kg,de León S.A.,,183.0,2019-02-06,0
P-02828,Televisores Letter 998,Electrónica > Televisores,"$ 10,617.71",23.57 kg,Despacho Armas-Razo,Outside note skin fire property beautiful explain Congress smile become wait cost.,252.0,2022-10-31,1
PROD-02829,Decoración Cost 399,Hogar > Decoración,"$ 4,874.12",9.38 kg,Grupo Zarate-Espinal,Street relationship task return foot become about.,357.0,2023-01-09,1
sku_02830,Jardín Fact 836,Hogar > Jardín,"$ 24,860.64",14.11 kg,Laboratorios Valladares-Gamboa,Couple economy democratic environment economy statement see nor some open education.,138.0,2023-06-03,1
02831,Laptops Close 155,Electrónica > Laptops,"$ 3,926.97",1.07 kg,"Gurule, Montez y Jáquez",Place leg change turn whatever huge matter.,363.0,2021-06-24,1
SKU-02832,Muebles From 651,Hogar > Muebles,"$ 5,731.65",23.97 kg,"Zepeda, Laureano y Vela",Left another physical total turn two floor lot argue.,438.0,2022-08-10,0
PROD-02833,Infantil Whole 716,Moda > Infantil,"$ 9,940.84",14.02 kg,Laboratorios Guerra y Niño,Could seek design add onto tonight program deep wish garden.,220.0,2021-05-16,1
P-02834,Laptops Side 717,Electrónica > Laptops,"$ 9,330.52",29.74 kg,Aguayo e Hijos,Population live land former I necessary building close price white pressure drop ever.,134.0,2023-03-26,1
SKU-02835,Televisores Know 326,Electrónica > Televisores,,4.85 kg,Reséndez-Castellanos A.C.,Detail Republican star government smile set including tell expect state.,370.0,2020-10-20,1
sku_02836,Smartphones Attention 676,Electrónica > Smartphones,"$ 20,640.10",1.21 kg,Laboratorios Leyva-Osorio,Father improve customer building fine daughter win series stage method board rock.,125.0,2019-11-28,0
P-02837,Decoración Money 598,Hogar > Decoración,"$ 9,560.14",27.25 kg,Industrias Bañuelos-Haro,Notice hit region not tree impact smile actually size policy shoulder up relate.,193.0,2023-03-04,1
SKU-02838,Cocina Line 156,Hogar > Cocina,"$ 6,199.80",18.54 kg,Club Farías-Tórrez,Check notice house evening eight cause across civil wife campaign begin enter.,427.0,2020-05-01,0
SKU-02839,Jardín Head 503,Hogar > Jardín,"$ 19,331.25",26.35 kg,"Olivo, Galindo y Almonte",Truth plant stuff cup political discover however and audience century involve degree continue suffer.,9.0,2022-10-10,1
